customer_id,branch_group,y1_revenue,y2_revenue,change_value,change_pct,y1_orders,y2_orders
17028,UK North,1593.83,0.0,-1593.83,-100.0,3.0,0.0
12358,DACH,2519.01,928.06,-1590.95,-63.2,3.0,2.0
14817,UK South,2599.52,1010.34,-1589.18,-61.1,5.0,2.0
13156,UK North,1586.54,0.0,-1586.54,-100.0,3.0,0.0
16177,UK South,1915.36,331.95,-1583.41,-82.7,7.0,1.0
13394,UK North,4101.68,2520.02,-1581.66,-38.6,11.0,8.0
13202,UK North,1580.3,0.0,-1580.3,-100.0,7.0,0.0
17576,UK North,5140.77,3564.83,-1575.94,-30.7,22.0,19.0
13337,UK South,1575.26,0.0,-1575.26,-100.0,1.0,0.0
16938,UK North,4283.68,2711.68,-1572.0,-36.7,5.0,4.0
15641,UK South,3458.35,1887.2,-1571.15,-45.4,8.0,4.0
14136,UK North,1570.81,0.0,-1570.81,-100.0,5.0,0.0
12549,International,1570.68,0.0,-1570.68,-100.0,5.0,0.0
15332,Rest of Europe,3231.62,1661.06,-1570.56,-48.6,2.0,4.0
17663,UK South,3372.92,1802.91,-1570.01,-46.5,10.0,7.0
16485,UK South,1923.54,363.65,-1559.89,-81.1,4.0,1.0
17732,UK North,1862.45,303.97,-1558.48,-83.7,7.0,1.0
17851,UK South,1552.35,0.0,-1552.35,-100.0,6.0,0.0
14186,UK North,1550.63,0.0,-1550.63,-100.0,5.0,0.0
17526,UK North,2743.34,1195.9,-1547.44,-56.4,8.0,4.0
13983,UK South,4150.46,2603.43,-1547.03,-37.3,9.0,12.0
13783,UK South,1542.09,0.0,-1542.09,-100.0,4.0,0.0
16094,UK North,2617.33,1078.23,-1539.1,-58.8,7.0,4.0
15798,UK North,1535.37,0.0,-1535.37,-100.0,3.0,0.0
14695,UK South,1534.22,0.0,-1534.22,-100.0,3.0,0.0
14867,UK South,2241.78,710.28,-1531.5,-68.3,13.0,3.0
13963,UK South,2196.03,664.54,-1531.49,-69.7,13.0,4.0
15750,UK North,3989.94,2463.05,-1526.89,-38.3,10.0,8.0
16823,UK South,1884.71,358.38,-1526.33,-81.0,6.0,1.0
16611,UK South,1655.64,129.49,-1526.15,-92.2,5.0,1.0
12926,UK North,1523.59,0.0,-1523.59,-100.0,4.0,0.0
12531,DACH,1645.98,125.22,-1520.76,-92.4,1.0,1.0
13561,UK South,1661.54,141.86,-1519.68,-91.5,10.0,1.0
15944,UK North,1839.14,325.1,-1514.04,-82.3,3.0,1.0
17610,UK North,1511.94,0.0,-1511.94,-100.0,5.0,0.0
15757,UK South,2225.94,714.42,-1511.52,-67.9,4.0,2.0
12369,DACH,1511.15,0.0,-1511.15,-100.0,3.0,0.0
17692,UK North,2234.86,725.58,-1509.28,-67.5,8.0,4.0
13360,UK North,1503.65,0.0,-1503.65,-100.0,4.0,0.0
16206,UK North,2040.06,537.06,-1503.0,-73.7,9.0,4.0
15607,UK South,1604.21,104.76,-1499.45,-93.5,8.0,1.0
15590,UK North,1496.6,0.0,-1496.6,-100.0,5.0,0.0
15173,UK South,1494.6,0.0,-1494.6,-100.0,7.0,0.0
16314,UK North,1491.4,0.0,-1491.4,-100.0,3.0,0.0
13042,UK North,1488.59,0.0,-1488.59,-100.0,3.0,0.0
13823,UK South,2445.79,957.66,-1488.13,-60.8,5.0,2.0
16619,UK South,1712.12,226.21,-1485.91,-86.8,3.0,1.0
16153,UK South,3309.26,1824.23,-1485.03,-44.9,6.0,5.0
14205,UK South,1947.5,466.7,-1480.8,-76.0,7.0,2.0
17165,UK South,1635.64,158.68,-1476.96,-90.3,5.0,1.0
12857,UK South,2581.6,1106.4,-1475.2,-57.1,4.0,2.0
13338,UK North,1908.6,437.02,-1471.58,-77.1,3.0,1.0
13593,UK South,3481.41,2011.88,-1469.53,-42.2,9.0,5.0
14744,UK North,2560.1,1099.98,-1460.12,-57.0,7.0,7.0
13377,UK South,1452.88,0.0,-1452.88,-100.0,2.0,0.0
13361,UK South,1450.5,0.0,-1450.5,-100.0,2.0,0.0
15876,UK North,1449.14,0.0,-1449.14,-100.0,2.0,0.0
13543,UK South,1439.61,0.0,-1439.61,-100.0,2.0,0.0
18268,UK North,1464.73,25.5,-1439.23,-98.3,5.0,1.0
16088,UK North,1437.43,0.0,-1437.43,-100.0,2.0,0.0
12389,International,1433.33,0.0,-1433.33,-100.0,3.0,0.0
16812,UK North,1912.65,479.35,-1433.3,-74.9,3.0,1.0
14766,UK North,3902.36,2473.37,-1428.99,-36.6,5.0,6.0
13799,UK South,2114.71,688.86,-1425.85,-67.4,7.0,2.0
15422,UK North,1522.27,97.7,-1424.57,-93.6,5.0,2.0
12374,DACH,2046.29,622.93,-1423.36,-69.6,2.0,1.0
14682,UK North,1462.81,52.0,-1410.81,-96.4,4.0,2.0
12510,Rest of Europe,2224.46,814.57,-1409.89,-63.4,5.0,2.0
16854,UK North,1408.96,0.0,-1408.96,-100.0,2.0,0.0
16571,UK South,2827.05,1421.69,-1405.36,-49.7,7.0,3.0
14909,UK South,1404.68,0.0,-1404.68,-100.0,3.0,0.0
16620,UK North,1579.97,178.96,-1401.01,-88.7,4.0,2.0
17929,UK South,2239.1,843.0,-1396.1,-62.4,8.0,4.0
16129,UK South,1396.05,0.0,-1396.05,-100.0,3.0,0.0
12802,Benelux,1788.84,397.58,-1391.26,-77.8,4.0,1.0
15141,UK South,1388.47,0.0,-1388.47,-100.0,7.0,0.0
17742,UK North,1743.37,355.11,-1388.26,-79.6,9.0,2.0
16167,UK South,1386.12,0.0,-1386.12,-100.0,5.0,0.0
15751,UK South,1380.44,0.0,-1380.44,-100.0,11.0,0.0
13074,UK North,1378.74,0.0,-1378.74,-100.0,4.0,0.0
15580,UK North,1375.39,0.0,-1375.39,-100.0,8.0,0.0
14316,UK North,1370.34,0.0,-1370.34,-100.0,5.0,0.0
14988,UK North,1704.11,334.54,-1369.57,-80.4,6.0,1.0
16300,UK North,1367.32,0.0,-1367.32,-100.0,3.0,0.0
16560,UK North,2206.97,841.41,-1365.56,-61.9,6.0,2.0
15680,UK North,2695.01,1333.68,-1361.33,-50.5,7.0,3.0
16588,UK North,1361.28,0.0,-1361.28,-100.0,4.0,0.0
17150,UK North,1357.95,0.0,-1357.95,-100.0,6.0,0.0
14047,UK South,2659.5,1308.61,-1350.89,-50.8,9.0,5.0
13503,UK South,1561.19,216.85,-1344.34,-86.1,4.0,1.0
16555,UK South,1629.79,285.89,-1343.9,-82.5,4.0,2.0
12836,UK North,3949.37,2610.36,-1339.01,-33.9,11.0,4.0
14869,UK South,2056.69,721.45,-1335.24,-64.9,4.0,2.0
14899,UK South,1331.38,0.0,-1331.38,-100.0,1.0,0.0
15712,UK North,2400.05,1072.36,-1327.69,-55.3,7.0,5.0
15367,UK South,3203.74,1877.59,-1326.15,-41.4,7.0,4.0
14956,UK North,1325.0,0.0,-1325.0,-100.0,1.0,0.0
12960,UK North,1322.07,0.0,-1322.07,-100.0,4.0,0.0
12913,UK South,3799.61,2483.63,-1315.98,-34.6,8.0,5.0
16296,UK North,1313.67,0.0,-1313.67,-100.0,4.0,0.0
15785,UK South,3640.96,2328.97,-1311.99,-36.0,11.0,5.0
17623,UK South,1838.72,527.05,-1311.67,-71.3,6.0,1.0
18220,UK North,1616.48,305.28,-1311.2,-81.1,5.0,1.0
13855,UK South,1310.34,0.0,-1310.34,-100.0,4.0,0.0
15167,UK South,1468.82,158.8,-1310.02,-89.2,4.0,1.0
17469,UK South,3180.28,1870.97,-1309.31,-41.2,12.0,5.0
16894,UK North,1306.96,0.0,-1306.96,-100.0,3.0,0.0
14857,UK South,2478.73,1173.12,-1305.61,-52.7,5.0,2.0
17884,UK North,1998.4,695.07,-1303.33,-65.2,16.0,4.0
12765,Benelux,1299.58,0.0,-1299.58,-100.0,6.0,0.0
17612,UK North,3346.41,2048.45,-1297.96,-38.8,12.0,6.0
12633,DACH,3226.18,1929.98,-1296.2,-40.2,3.0,4.0
13440,UK North,1295.25,0.0,-1295.25,-100.0,7.0,0.0
13736,UK North,2022.67,729.8,-1292.87,-63.9,5.0,2.0
13451,UK South,4190.66,2898.26,-1292.4,-30.8,6.0,5.0
14679,UK South,1289.44,0.0,-1289.44,-100.0,3.0,0.0
13711,UK South,1540.2,252.06,-1288.14,-83.6,7.0,2.0
16608,UK North,1286.62,0.0,-1286.62,-100.0,2.0,0.0
14496,UK North,1825.08,538.81,-1286.27,-70.5,5.0,2.0
13077,UK South,2012.63,728.02,-1284.61,-63.8,7.0,4.0
16584,UK North,2220.09,936.08,-1284.01,-57.8,3.0,2.0
12873,UK South,1653.3,374.0,-1279.3,-77.4,2.0,1.0
15325,UK South,1439.72,161.74,-1277.98,-88.8,7.0,1.0
14478,UK North,1276.66,0.0,-1276.66,-100.0,4.0,0.0
13916,UK North,1275.81,0.0,-1275.81,-100.0,4.0,0.0
16124,UK North,1523.49,249.0,-1274.49,-83.7,3.0,1.0
14490,UK North,1273.47,0.0,-1273.47,-100.0,2.0,0.0
17478,UK North,1272.8,0.0,-1272.8,-100.0,2.0,0.0
14327,UK South,1583.28,311.65,-1271.63,-80.3,5.0,1.0
13461,UK South,2715.0,1445.0,-1270.0,-46.8,3.0,3.0
13443,UK South,1269.37,0.0,-1269.37,-100.0,6.0,0.0
15439,UK South,1269.05,0.0,-1269.05,-100.0,4.0,0.0
14440,UK North,3624.35,2357.68,-1266.67,-34.9,8.0,5.0
17635,UK South,1265.58,0.0,-1265.58,-100.0,3.0,0.0
14740,UK North,2712.85,1448.21,-1264.64,-46.6,8.0,3.0
15755,UK South,3628.87,2364.25,-1264.62,-34.8,11.0,6.0
16510,UK North,1509.15,248.1,-1261.05,-83.6,5.0,1.0
15789,UK South,1610.71,351.3,-1259.41,-78.2,5.0,1.0
16065,UK South,1624.99,367.14,-1257.85,-77.4,7.0,1.0
15221,UK South,1658.95,403.25,-1255.7,-75.7,3.0,1.0
15353,UK South,2024.35,770.12,-1254.23,-62.0,5.0,2.0
15441,UK South,1254.21,0.0,-1254.21,-100.0,3.0,0.0
16461,UK South,1396.91,142.92,-1253.99,-89.8,2.0,1.0
12666,International,1248.42,0.0,-1248.42,-100.0,1.0,0.0
18286,UK North,1246.43,0.0,-1246.43,-100.0,2.0,0.0
13875,UK South,3027.58,1786.79,-1240.79,-41.0,9.0,5.0
17529,UK South,1240.25,0.0,-1240.25,-100.0,2.0,0.0
13562,UK North,3038.85,1799.33,-1239.52,-40.8,5.0,3.0
17083,UK South,2644.01,1405.78,-1238.23,-46.8,6.0,3.0
14548,UK North,1888.49,652.8,-1235.69,-65.4,7.0,2.0
13201,UK South,1233.06,0.0,-1233.06,-100.0,4.0,0.0
16795,UK South,1647.53,414.88,-1232.65,-74.8,2.0,1.0
12805,Benelux,1230.95,0.0,-1230.95,-100.0,4.0,0.0
13019,UK South,1229.95,0.0,-1229.95,-100.0,6.0,0.0
14566,UK South,2660.0,1432.0,-1228.0,-46.2,3.0,1.0
17342,UK North,1227.54,0.0,-1227.54,-100.0,4.0,0.0
14737,UK South,2389.62,1164.55,-1225.07,-51.3,1.0,3.0
12533,DACH,1223.89,0.0,-1223.89,-100.0,2.0,0.0
15885,UK South,1572.47,349.35,-1223.12,-77.8,12.0,1.0
15456,UK North,1656.93,434.59,-1222.34,-73.8,7.0,3.0
17534,UK North,1445.47,223.36,-1222.11,-84.5,4.0,1.0
16946,UK North,1222.04,0.0,-1222.04,-100.0,5.0,0.0
17132,UK North,1220.91,0.0,-1220.91,-100.0,2.0,0.0
14430,UK North,1220.9,0.0,-1220.9,-100.0,3.0,0.0
15122,UK North,2853.49,1633.78,-1219.71,-42.7,8.0,3.0
15390,International,1216.66,0.0,-1216.66,-100.0,2.0,0.0
16634,UK North,1431.91,217.9,-1214.01,-84.8,4.0,2.0
14344,UK North,2103.12,889.93,-1213.19,-57.7,12.0,8.0
15321,UK South,3961.42,2748.31,-1213.11,-30.6,9.0,3.0
12711,DACH,1213.05,0.0,-1213.05,-100.0,2.0,0.0
15377,UK South,1211.75,0.0,-1211.75,-100.0,4.0,0.0
16283,UK South,2779.51,1569.11,-1210.4,-43.5,3.0,5.0
16005,UK South,1786.36,578.71,-1207.65,-67.6,6.0,4.0
16569,UK South,1331.03,124.2,-1206.83,-90.7,4.0,1.0
12742,International,1201.52,0.0,-1201.52,-100.0,1.0,0.0
15600,UK North,1199.31,0.0,-1199.31,-100.0,4.0,0.0
12629,Rest of Europe,1198.22,0.0,-1198.22,-100.0,2.0,0.0
17713,UK South,1198.09,0.0,-1198.09,-100.0,4.0,0.0
14915,UK South,1503.77,307.48,-1196.29,-79.6,9.0,2.0
16307,UK South,1194.92,0.0,-1194.92,-100.0,3.0,0.0
13293,UK South,1192.94,0.0,-1192.94,-100.0,6.0,0.0
14213,UK South,1192.2,0.0,-1192.2,-100.0,1.0,0.0
16501,UK South,1191.23,0.0,-1191.23,-100.0,1.0,0.0
18245,UK South,3757.92,2567.06,-1190.86,-31.7,13.0,7.0
14275,UK South,1189.38,0.0,-1189.38,-100.0,6.0,0.0
13883,UK South,3860.89,2674.48,-1186.41,-30.7,9.0,5.0
14441,UK South,2898.8,1712.89,-1185.91,-40.9,7.0,4.0
18060,UK North,1185.46,0.0,-1185.46,-100.0,2.0,0.0
13092,UK North,1662.45,477.83,-1184.62,-71.3,7.0,5.0
14870,UK North,1511.7,327.25,-1184.45,-78.4,5.0,1.0
15366,UK North,1786.57,602.51,-1184.06,-66.3,5.0,2.0
15259,UK South,1182.38,0.0,-1182.38,-100.0,4.0,0.0
17021,UK South,1182.22,0.0,-1182.22,-100.0,6.0,0.0
13526,UK North,1182.0,0.0,-1182.0,-100.0,2.0,0.0
13797,UK South,1179.45,0.0,-1179.45,-100.0,3.0,0.0
18025,UK South,1177.72,0.0,-1177.72,-100.0,6.0,0.0
16950,UK North,2355.21,1178.56,-1176.65,-50.0,7.0,3.0
12615,France,3269.79,2093.19,-1176.6,-36.0,4.0,4.0
14370,UK North,1175.78,0.0,-1175.78,-100.0,6.0,0.0
18057,UK South,1168.14,0.0,-1168.14,-100.0,3.0,0.0
16554,UK North,2004.62,837.1,-1167.52,-58.2,5.0,3.0
13131,UK South,2240.47,1073.3,-1167.17,-52.1,4.0,3.0
12725,Rest of Europe,1534.96,371.8,-1163.16,-75.8,2.0,1.0
17539,UK South,1161.84,0.0,-1161.84,-100.0,3.0,0.0
12972,UK North,1161.2,0.0,-1161.2,-100.0,4.0,0.0
13459,UK South,1160.41,0.0,-1160.41,-100.0,2.0,0.0
15051,UK South,2543.55,1383.36,-1160.19,-45.6,6.0,3.0
13889,UK South,1574.33,416.9,-1157.43,-73.5,5.0,1.0
17127,UK South,1155.03,0.0,-1155.03,-100.0,5.0,0.0
15064,UK North,1154.41,0.0,-1154.41,-100.0,4.0,0.0
15965,UK South,1963.07,808.87,-1154.2,-58.8,9.0,4.0
17477,UK South,1144.3,0.0,-1144.3,-100.0,2.0,0.0
18095,UK South,1723.04,580.05,-1142.99,-66.3,3.0,2.0
12439,Rest of Europe,1142.88,0.0,-1142.88,-100.0,2.0,0.0
16986,UK North,3015.55,1873.2,-1142.35,-37.9,9.0,2.0
15494,UK North,2422.02,1280.58,-1141.44,-47.1,3.0,2.0
15586,UK North,1139.1,0.0,-1139.1,-100.0,3.0,0.0
15879,UK South,1137.8,0.0,-1137.8,-100.0,4.0,0.0
16521,UK South,1136.36,0.0,-1136.36,-100.0,3.0,0.0
15306,UK North,2310.38,1174.35,-1136.03,-49.2,6.0,3.0
14821,UK South,1181.35,48.8,-1132.55,-95.9,6.0,1.0
13393,UK South,1131.45,0.0,-1131.45,-100.0,4.0,0.0
17622,UK North,1130.21,0.0,-1130.21,-100.0,2.0,0.0
17694,UK North,1412.85,283.12,-1129.73,-80.0,2.0,1.0
14861,UK South,1254.94,125.79,-1129.15,-90.0,9.0,1.0
14671,UK South,1127.45,0.0,-1127.45,-100.0,2.0,0.0
14756,UK North,1864.8,738.96,-1125.84,-60.4,2.0,1.0
12605,DACH,1124.95,0.0,-1124.95,-100.0,3.0,0.0
14878,UK North,2600.41,1476.09,-1124.32,-43.2,16.0,9.0
14917,UK South,1123.75,0.0,-1123.75,-100.0,2.0,0.0
17754,UK North,2786.57,1664.65,-1121.92,-40.3,8.0,5.0
16017,UK South,1333.7,211.88,-1121.82,-84.1,4.0,1.0
15678,UK North,1473.24,352.7,-1120.54,-76.1,2.0,1.0
14850,UK North,1445.21,325.75,-1119.46,-77.5,6.0,1.0
13643,UK South,1637.33,519.44,-1117.89,-68.3,7.0,3.0
12582,Rest of Europe,1469.04,351.36,-1117.68,-76.1,2.0,2.0
18168,UK North,2275.46,1160.04,-1115.42,-49.0,10.0,6.0
13995,UK South,2508.32,1393.69,-1114.63,-44.4,9.0,5.0
14177,UK South,1660.23,549.46,-1110.77,-66.9,9.0,4.0
16702,UK North,1109.53,0.0,-1109.53,-100.0,4.0,0.0
15559,UK South,1109.4,0.0,-1109.4,-100.0,1.0,0.0
15828,UK North,1108.82,0.0,-1108.82,-100.0,1.0,0.0
17714,UK North,1257.18,153.0,-1104.18,-87.8,4.0,1.0
17137,UK South,1099.81,0.0,-1099.81,-100.0,6.0,0.0
15803,UK South,1513.84,415.82,-1098.02,-72.5,3.0,1.0
17582,UK North,1271.68,175.27,-1096.41,-86.2,4.0,1.0
16835,UK South,1275.81,180.85,-1094.96,-85.8,4.0,2.0
12609,DACH,2057.01,964.85,-1092.16,-53.1,6.0,3.0
17726,UK North,1092.06,0.0,-1092.06,-100.0,7.0,0.0
16223,UK South,1087.05,0.0,-1087.05,-100.0,2.0,0.0
17115,UK South,1923.99,837.5,-1086.49,-56.5,4.0,3.0
17519,UK South,2930.15,1844.02,-1086.13,-37.1,9.0,6.0
12951,UK South,2149.65,1064.07,-1085.58,-50.5,9.0,6.0
15978,UK North,2180.64,1098.78,-1081.86,-49.6,2.0,1.0
15312,UK North,2005.34,924.85,-1080.49,-53.9,8.0,4.0
14343,UK South,1079.66,0.0,-1079.66,-100.0,4.0,0.0
13567,UK South,1079.29,0.0,-1079.29,-100.0,4.0,0.0
15546,UK North,1079.1,0.0,-1079.1,-100.0,2.0,0.0
13623,UK South,1805.32,727.74,-1077.58,-59.7,5.0,5.0
17366,UK North,1077.24,0.0,-1077.24,-100.0,2.0,0.0
15326,UK North,1388.81,311.71,-1077.1,-77.6,4.0,1.0
16529,UK South,1531.55,455.25,-1076.3,-70.3,3.0,1.0
16231,UK South,1074.47,0.0,-1074.47,-100.0,4.0,0.0
17019,UK South,2328.91,1258.08,-1070.83,-46.0,7.0,4.0
16918,UK North,2137.72,1068.82,-1068.9,-50.0,10.0,6.0
16917,UK South,1460.36,391.52,-1068.84,-73.2,1.0,1.0
15027,UK South,2129.45,1066.15,-1063.3,-49.9,6.0,4.0
18065,UK South,3453.8,2392.83,-1060.97,-30.7,14.0,14.0
15550,UK North,1635.42,575.63,-1059.79,-64.8,8.0,4.0
17421,UK South,1059.41,0.0,-1059.41,-100.0,3.0,0.0
14734,UK North,1056.42,0.0,-1056.42,-100.0,4.0,0.0
14967,UK South,1518.81,463.8,-1055.01,-69.5,5.0,1.0
13775,UK South,1049.66,0.0,-1049.66,-100.0,1.0,0.0
16391,UK South,1048.86,0.0,-1048.86,-100.0,4.0,0.0
17474,UK North,1047.0,0.0,-1047.0,-100.0,1.0,0.0
15240,UK North,2753.41,1706.57,-1046.84,-38.0,7.0,5.0
12455,Rest of Europe,3383.09,2339.86,-1043.23,-30.8,4.0,5.0
16991,UK South,1041.21,0.0,-1041.21,-100.0,1.0,0.0
13613,UK South,1039.85,0.0,-1039.85,-100.0,5.0,0.0
16036,UK North,1797.92,758.92,-1039.0,-57.8,2.0,2.0
16595,UK South,1397.59,360.16,-1037.43,-74.2,4.0,1.0
14790,UK North,1781.56,745.06,-1036.5,-58.2,6.0,4.0
16275,UK South,1591.24,559.87,-1031.37,-64.8,2.0,1.0
12849,UK South,2023.33,992.65,-1030.68,-50.9,4.0,2.0
15887,UK South,1027.15,0.0,-1027.15,-100.0,3.0,0.0
15003,UK South,1027.03,0.0,-1027.03,-100.0,6.0,0.0
17310,UK North,1025.1,0.0,-1025.1,-100.0,2.0,0.0
14080,UK North,1070.08,45.6,-1024.48,-95.7,4.0,1.0
16568,UK North,1020.9,0.0,-1020.9,-100.0,2.0,0.0
12905,UK South,1018.42,0.0,-1018.42,-100.0,2.0,0.0
12803,Benelux,1017.81,0.0,-1017.81,-100.0,1.0,0.0
16787,UK South,1017.53,0.0,-1017.53,-100.0,4.0,0.0
13333,UK South,1015.74,0.0,-1015.74,-100.0,3.0,0.0
14481,UK South,1648.18,636.51,-1011.67,-61.4,3.0,2.0
13039,UK South,1010.73,0.0,-1010.73,-100.0,4.0,0.0
14467,UK South,1606.98,596.26,-1010.72,-62.9,8.0,4.0
16276,UK North,1818.79,810.6,-1008.19,-55.4,2.0,1.0
15771,UK South,1006.54,0.0,-1006.54,-100.0,3.0,0.0
16435,UK South,1003.07,0.0,-1003.07,-100.0,3.0,0.0
13857,UK South,1000.91,0.0,-1000.91,-100.0,6.0,0.0
15279,UK South,1290.03,290.51,-999.52,-77.5,4.0,1.0
17603,UK South,1393.66,394.72,-998.94,-71.7,3.0,1.0
15261,UK South,1253.18,254.82,-998.36,-79.7,3.0,1.0
17432,UK North,1363.23,365.76,-997.47,-73.2,7.0,2.0
14396,UK North,1481.39,487.99,-993.4,-67.1,5.0,2.0
13611,UK South,2143.53,1154.4,-989.13,-46.1,7.0,3.0
16625,UK South,1320.95,333.08,-987.87,-74.8,4.0,1.0
14068,UK North,1250.87,265.85,-985.02,-78.7,3.0,1.0
18276,UK North,1320.66,335.86,-984.8,-74.6,5.0,1.0
17673,UK South,2578.91,1594.97,-983.94,-38.2,7.0,6.0
16960,UK North,1483.83,505.1,-978.73,-66.0,5.0,3.0
13510,UK North,2766.73,1791.56,-975.17,-35.2,7.0,4.0
16282,UK North,1139.28,168.3,-970.98,-85.2,2.0,1.0
17897,UK South,1511.23,541.81,-969.42,-64.1,6.0,3.0
13874,UK North,1508.7,540.45,-968.25,-64.2,6.0,1.0
18277,UK South,1069.67,110.38,-959.29,-89.7,4.0,1.0
14304,UK North,1341.56,383.45,-958.11,-71.4,2.0,1.0
12649,DACH,1527.14,569.51,-957.63,-62.7,5.0,3.0
15732,UK North,1249.85,294.12,-955.73,-76.5,8.0,2.0
15215,UK South,1687.49,734.94,-952.55,-56.4,4.0,3.0
12644,DACH,1422.58,477.91,-944.67,-66.4,3.0,1.0
16096,UK North,1264.35,320.62,-943.73,-74.6,3.0,1.0
15030,UK North,1461.63,518.28,-943.35,-64.5,6.0,2.0
13382,UK North,1164.59,222.99,-941.6,-80.9,4.0,1.0
14014,UK North,1443.03,505.18,-937.85,-65.0,2.0,1.0
13239,UK South,1265.13,329.56,-935.57,-74.0,4.0,1.0
17977,UK South,1223.31,288.14,-935.17,-76.4,1.0,1.0
13299,UK South,1076.2,142.5,-933.7,-86.8,2.0,1.0
17552,UK North,1856.36,930.41,-925.95,-49.9,8.0,4.0
12592,DACH,1322.04,401.6,-920.44,-69.6,2.0,2.0
18170,UK North,1897.69,980.31,-917.38,-48.3,6.0,3.0
17994,UK North,1589.14,674.89,-914.25,-57.5,7.0,4.0
17460,UK North,1535.54,622.43,-913.11,-59.5,10.0,6.0
16470,UK North,1664.08,752.77,-911.31,-54.8,7.0,4.0
16010,UK North,1302.46,392.4,-910.06,-69.9,8.0,3.0
13203,UK South,1778.79,869.46,-909.33,-51.1,6.0,4.0
16134,UK North,1527.25,618.09,-909.16,-59.5,3.0,2.0
17222,UK North,1234.96,328.65,-906.31,-73.4,5.0,1.0
14987,UK South,1224.25,326.4,-897.85,-73.3,6.0,2.0
14130,UK North,1377.86,480.91,-896.95,-65.1,3.0,1.0
16366,UK North,1220.83,327.3,-893.53,-73.2,3.0,1.0
15466,UK North,1225.93,334.53,-891.4,-72.7,3.0,1.0
13253,UK South,1920.71,1030.4,-890.31,-46.4,2.0,2.0
14896,UK North,1357.23,468.77,-888.46,-65.5,6.0,2.0
16450,UK North,1193.81,311.92,-881.89,-73.9,2.0,1.0
13740,UK North,1232.02,350.75,-881.27,-71.5,4.0,1.0
16650,UK North,1397.69,518.42,-879.27,-62.9,6.0,1.0
16119,UK South,1297.45,423.36,-874.09,-67.4,6.0,2.0
17343,UK South,1066.3,193.64,-872.66,-81.8,5.0,1.0
17496,UK North,1141.84,271.05,-870.79,-76.3,3.0,1.0
16612,UK North,2057.77,1187.66,-870.11,-42.3,5.0,4.0
16727,UK South,1121.45,256.32,-865.13,-77.1,3.0,1.0
14420,UK North,1251.65,387.52,-864.13,-69.0,3.0,1.0
15329,UK South,1909.13,1049.7,-859.43,-45.0,8.0,3.0
13635,UK South,1928.13,1071.03,-857.1,-44.5,3.0,1.0
14984,UK North,1058.14,202.37,-855.77,-80.9,4.0,2.0
16416,UK North,1906.48,1051.4,-855.08,-44.9,6.0,3.0
13772,UK North,1977.39,1122.63,-854.76,-43.2,5.0,3.0
15002,UK North,2496.32,1641.76,-854.56,-34.2,5.0,4.0
13462,UK North,1002.35,151.5,-850.85,-84.9,4.0,1.0
14264,UK North,1183.39,333.97,-849.42,-71.8,4.0,2.0
16848,UK North,1130.2,281.42,-848.78,-75.1,3.0,1.0
16777,UK South,1069.56,222.62,-846.94,-79.2,3.0,2.0
16229,UK South,1857.26,1010.6,-846.66,-45.6,4.0,2.0
14649,UK South,2248.6,1402.59,-846.01,-37.6,5.0,4.0
17774,UK North,2059.1,1213.73,-845.37,-41.1,5.0,4.0
15081,UK South,1349.77,504.8,-844.97,-62.6,7.0,5.0
14421,UK South,1656.26,813.11,-843.15,-50.9,4.0,2.0
15101,UK South,1160.41,317.53,-842.88,-72.6,4.0,2.0
15862,UK North,1674.26,832.88,-841.38,-50.3,9.0,4.0
17190,UK North,1279.99,444.74,-835.25,-65.3,5.0,2.0
15154,UK North,1089.44,254.28,-835.16,-76.7,2.0,1.0
16756,UK North,1072.97,239.4,-833.57,-77.7,6.0,1.0
13259,UK South,1115.61,283.18,-832.43,-74.6,8.0,1.0
15569,UK South,2207.74,1375.71,-832.03,-37.7,5.0,5.0
14898,UK North,2096.64,1269.31,-827.33,-39.5,8.0,6.0
15976,UK North,1252.67,427.64,-825.03,-65.9,4.0,2.0
17941,UK South,1128.72,304.56,-824.16,-73.0,3.0,1.0
13728,UK North,1839.03,1016.14,-822.89,-44.7,10.0,6.0
15059,UK South,2152.68,1337.72,-814.96,-37.9,10.0,9.0
13213,UK South,2330.94,1520.58,-810.36,-34.8,6.0,5.0
13888,UK North,1405.92,595.67,-810.25,-57.6,5.0,2.0
14293,UK South,1856.45,1046.56,-809.89,-43.6,5.0,4.0
15551,UK South,1243.75,436.06,-807.69,-64.9,6.0,1.0
12820,UK North,1747.18,942.34,-804.84,-46.1,7.0,4.0
18066,UK North,1122.4,318.0,-804.4,-71.7,2.0,1.0
14161,UK South,1899.31,1097.62,-801.69,-42.2,4.0,3.0
12701,DACH,1522.7,725.71,-796.99,-52.3,4.0,2.0
17311,UK South,2181.71,1384.85,-796.86,-36.5,4.0,2.0
13032,UK North,1805.78,1010.18,-795.6,-44.1,7.0,2.0
17930,UK North,2534.74,1740.48,-794.26,-31.3,8.0,5.0
16374,UK North,1250.77,458.78,-791.99,-63.3,3.0,2.0
17351,UK South,1377.23,587.15,-790.08,-57.4,9.0,3.0
13760,UK North,1076.85,286.79,-790.06,-73.4,3.0,2.0
13803,UK South,1061.84,277.07,-784.77,-73.9,2.0,1.0
17553,UK South,2270.0,1487.6,-782.4,-34.5,3.0,1.0
13431,UK South,2047.14,1269.1,-778.04,-38.0,6.0,2.0
16527,UK South,1004.88,228.06,-776.82,-77.3,1.0,1.0
